eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,4.0,-81.5,57,0.1,0,10,4
1,0.1,0.31,0.5,3.5,-64.75,32,0.1,0,10,4
2,0.1,0.31,0.5,11.75,-53.5,170,0.1,0,10,4
3,0.1,0.31,0.5,6.25,-28.25,81,0.1,0,10,4
4,0.1,0.31,0.5,7.0,-23.5,59,0.1,0,10,4
5,0.1,0.31,0.5,6.25,-15.5,30,0.1,0,10,4
6,0.1,0.31,0.5,7.0,-18.0,29,0.1,0,10,4
7,0.1,0.31,0.5,6.25,-29.5,86,0.1,0,10,4
8,0.1,0.31,0.5,6.25,-75.0,48,0.1,0,10,4
9,0.1,0.31,0.5,6.5,-75.75,55,0.1,0,10,4
10,0.1,0.31,0.5,6.25,-22.25,49,0.1,0,10,4
11,0.1,0.31,0.5,6.75,-21.75,53,0.1,0,10,4
12,0.1,0.31,0.5,6.5,-22.5,34,0.1,0,10,4
13,0.1,0.31,0.5,9.0,32.5,40,0.1,0,10,4
14,0.1,0.31,0.5,8.5,26.75,63,0.1,0,10,4
15,0.1,0.31,0.5,11.5,85.75,29,0.1,1,10,4
16,0.1,0.31,0.5,11.5,89.75,15,0.1,1,10,4
17,0.1,0.31,0.5,10.75,90.75,11,0.1,1,10,4
18,0.1,0.31,0.5,10.25,40.75,12,0.1,0,10,4
19,0.1,0.31,0.5,12.75,85.0,23,0.1,1,10,4
20,0.1,0.31,0.5,13.75,84.75,28,0.1,1,10,4
21,0.1,0.31,0.5,12.0,88.75,14,0.1,1,10,4
22,0.1,0.31,0.5,12.75,30.75,43,0.1,0,10,4
23,0.1,0.31,0.5,11.5,89.5,13,0.1,1,10,4
24,0.1,0.31,0.5,11.5,41.25,11,0.1,0,10,4
25,0.1,0.31,0.5,13.25,33.25,23,0.1,0,10,4
26,0.1,0.31,0.5,12.0,39.0,15,0.1,0,10,4
27,0.1,0.31,0.5,12.0,38.0,16,0.1,0,10,4
28,0.1,0.31,0.5,13.0,84.5,21,0.1,1,10,4
29,0.1,0.31,0.5,12.25,91.0,11,0.1,1,10,4
30,0.1,0.31,0.5,13.5,86.0,24,0.1,1,10,4
31,0.1,0.31,0.5,12.25,88.0,15,0.1,1,10,4
32,0.1,0.31,0.5,12.5,89.5,15,0.1,1,10,4
33,0.1,0.31,0.5,11.5,89.0,13,0.1,1,10,4
34,0.1,0.31,0.5,12.5,88.5,21,0.1,1,10,4
35,0.1,0.31,0.5,14.5,83.25,38,0.1,1,10,4
36,0.1,0.31,0.5,11.5,89.75,15,0.1,1,10,4
37,0.1,0.31,0.5,12.5,86.0,23,0.1,1,10,4
38,0.1,0.31,0.5,12.0,89.25,15,0.1,1,10,4
39,0.1,0.31,0.5,12.0,90.0,14,0.1,1,10,4
40,0.1,0.31,0.5,11.75,86.25,32,0.1,1,10,4
41,0.1,0.31,0.5,11.5,39.5,14,0.1,0,10,4
42,0.1,0.31,0.5,11.25,89.75,13,0.1,1,10,4
43,0.1,0.31,0.5,11.5,91.25,10,0.1,1,10,4
44,0.1,0.31,0.5,11.5,89.5,14,0.1,1,10,4
45,0.1,0.31,0.5,12.25,87.75,22,0.1,1,10,4
46,0.1,0.31,0.5,11.25,90.0,13,0.1,1,10,4
47,0.1,0.31,0.5,11.75,88.25,15,0.1,1,10,4
48,0.1,0.31,0.5,11.75,20.5,88,0.1,0,10,4
49,0.1,0.31,0.5,11.5,42.75,10,0.1,0,10,4
50,0.1,0.31,0.5,11.5,42.25,12,0.1,0,10,4
51,0.1,0.31,0.5,10.25,-5.75,11,0.1,0,10,4
52,0.1,0.31,0.5,10.5,-9.75,14,0.1,0,10,4
53,0.1,0.31,0.5,10.25,-8.5,14,0.1,0,10,4
54,0.1,0.31,0.5,10.75,38.5,17,0.1,0,10,4
55,0.1,0.31,0.5,10.75,-9.0,16,0.1,0,10,4
56,0.1,0.31,0.5,10.5,-10.5,20,0.1,0,10,4
57,0.1,0.31,0.5,10.25,38.5,21,0.1,0,10,4
58,0.1,0.31,0.5,10.25,41.25,10,0.1,0,10,4
59,0.1,0.31,0.5,10.5,9.0,136,0.1,0,10,4
60,0.1,0.31,0.5,12.25,64.0,121,0.1,1,10,4
61,0.1,0.31,0.5,11.75,89.25,15,0.1,1,10,4
62,0.1,0.31,0.5,12.0,38.75,15,0.1,0,10,4
63,0.1,0.31,0.5,12.0,89.5,15,0.1,1,10,4
64,0.1,0.31,0.5,12.0,88.5,16,0.1,1,10,4
65,0.1,0.31,0.5,12.0,89.25,15,0.1,1,10,4
66,0.1,0.31,0.5,11.75,89.75,16,0.1,1,10,4
67,0.1,0.31,0.5,11.75,89.75,15,0.1,1,10,4
68,0.1,0.31,0.5,11.75,90.0,15,0.1,1,10,4
69,0.1,0.31,0.5,12.5,87.75,15,0.1,1,10,4
70,0.1,0.31,0.5,12.0,90.5,13,0.1,1,10,4
71,0.1,0.31,0.5,11.25,90.25,13,0.1,1,10,4
72,0.1,0.31,0.5,11.5,88.75,17,0.1,1,10,4
73,0.1,0.31,0.5,11.25,90.5,13,0.1,1,10,4
74,0.1,0.31,0.5,11.75,89.75,13,0.1,1,10,4
75,0.1,0.31,0.5,11.25,89.5,16,0.1,1,10,4
76,0.1,0.31,0.5,11.25,90.25,13,0.1,1,10,4
77,0.1,0.31,0.5,11.25,90.5,13,0.1,1,10,4
78,0.1,0.31,0.5,11.25,90.5,13,0.1,1,10,4
79,0.1,0.31,0.5,11.25,90.0,15,0.1,1,10,4
80,0.1,0.31,0.5,11.25,89.75,15,0.1,1,10,4
81,0.1,0.31,0.5,12.0,89.25,15,0.1,1,10,4
82,0.1,0.31,0.5,14.25,84.25,36,0.1,1,10,4
